station_appa,date,hour,CO,NO2,O3,PM10,PM2.5,SO2,geometry_appa,AQI,EAQI,station_weather,elevation,temperature,precipitation,winds_spd,winds_dir,geometry_weather,power_area_50,power_area_1000,power_area_2500,week_day
Monte Gaza,2013-12-20,4,,2.0,87.0,1.0,,,POINT (10.95804 46.08253),23.5,fair,T0189,252,4.7,0.05,,,POINT (10.98027751 46.06526249),0.032984171322160145,0.4068047796399751,71.02904348119759,friday
Monte Gaza,2013-12-20,5,,3.0,86.0,1.0,,,POINT (10.95804 46.08253),23.0,fair,T0189,252,4.925,0.0,,,POINT (10.98027751 46.06526249),0.03468342644320298,0.4277622594661701,71.60014607227073,friday
Monte Gaza,2013-12-20,6,,3.0,85.0,1.0,,,POINT (10.95804 46.08253),22.5,fair,T0189,252,4.925000000000001,0.05,,,POINT (10.98027751 46.06526249),0.03871042830540038,0.47742861576660467,77.25049130262592,friday
Monte Gaza,2013-12-20,7,,3.0,79.0,1.0,,,POINT (10.95804 46.08253),19.75,good,T0189,252,4.75,0.0,,,POINT (10.98027751 46.06526249),0.05139664804469274,0.6338919925512105,103.49290868499149,friday
Monte Gaza,2013-12-20,8,,3.0,79.0,1.0,,,POINT (10.95804 46.08253),19.75,good,T0189,252,5.1,0.0,,,POINT (10.98027751 46.06526249),0.05614525186219739,0.6924581063004346,114.93097441193596,friday
Monte Gaza,2013-12-20,9,,3.0,83.0,1.0,,,POINT (10.95804 46.08253),21.5,fair,T0189,252,5.025,0.0,,,POINT (10.98027751 46.06526249),0.05055865968342644,0.6235568027622594,125.428417735191,friday
Monte Gaza,2013-12-20,10,,3.0,83.0,1.0,,,POINT (10.95804 46.08253),21.5,fair,T0189,252,5.125,0.0,,,POINT (10.98027751 46.06526249),0.04940642458100559,0.6093459031657357,120.09563814943368,friday
Monte Gaza,2013-12-20,11,,3.0,82.0,1.0,,,POINT (10.95804 46.08253),21.0,fair,T0189,252,5.4,0.0,,,POINT (10.98027751 46.06526249),0.04681098603351955,0.5773354944134077,121.65981066183275,friday
Monte Gaza,2013-12-20,12,,3.0,81.0,1.0,,,POINT (10.95804 46.08253),20.5,fair,T0189,252,5.625,0.05,,,POINT (10.98027751 46.06526249),0.046973930633147115,0.579345144475481,104.64424490317714,friday
Monte Gaza,2013-12-20,13,,3.0,82.0,1.0,,,POINT (10.95804 46.08253),21.0,fair,T0189,252,5.95,0.0,,,POINT (10.98027751 46.06526249),0.04476257029795158,0.552071700341403,80.86910115415422,friday
Monte Gaza,2013-12-20,14,,2.0,85.0,1.0,,,POINT (10.95804 46.08253),22.5,fair,T0189,252,6.699999999999999,0.0,,,POINT (10.98027751 46.06526249),0.043726722532588455,0.5392962445685909,87.03466970024672,friday
Monte Gaza,2013-12-20,15,,2.0,87.0,1.0,,,POINT (10.95804 46.08253),23.5,fair,T0189,252,6.45,0.0,,,POINT (10.98027751 46.06526249),0.04763733612662942,0.5875271455617628,102.45571391956427,friday
Monte Gaza,2013-12-20,16,,2.0,88.0,1.0,,,POINT (10.95804 46.08253),24.0,fair,T0189,252,6.125,0.0,,,POINT (10.98027751 46.06526249),0.04885940549348231,0.6025993344196153,97.70763236025849,friday
Monte Gaza,2013-12-20,17,,3.0,84.0,1.0,,,POINT (10.95804 46.08253),22.0,fair,T0189,252,6.625,0.0,,,POINT (10.98027751 46.06526249),0.058298417132216014,0.719013811297331,121.82246062085099,friday
Monte Gaza,2013-12-20,18,,3.0,82.0,1.0,,,POINT (10.95804 46.08253),21.0,fair,T0189,252,6.45,0.0,,,POINT (10.98027751 46.06526249),0.06692271880819367,0.8253801986343885,124.98679941924142,friday
Monte Gaza,2013-12-20,19,,3.0,80.0,1.0,,,POINT (10.95804 46.08253),20.0,good,T0189,252,6.925,0.0,,,POINT (10.98027751 46.06526249),0.0702513966480447,0.8664338919925513,124.73854245936364,friday
Monte Gaza,2013-12-20,20,,3.0,77.0,1.0,,,POINT (10.95804 46.08253),19.25,good,T0189,252,7.475,0.0,,,POINT (10.98027751 46.06526249),0.06800512197392923,0.8387298376784607,109.97087361855897,friday
Monte Gaza,2013-12-20,21,,2.0,84.0,1.0,,,POINT (10.95804 46.08253),22.0,fair,T0189,252,7.35,0.0,,,POINT (10.98027751 46.06526249),0.06608473137802608,0.8150450203289882,99.75877503585923,friday
Monte Gaza,2013-12-20,22,,2.0,86.0,3.0,,,POINT (10.95804 46.08253),23.0,fair,T0189,252,6.8,0.0,,,POINT (10.98027751 46.06526249),0.05820530726256983,0.7178654562383613,89.71824411373105,friday
Monte Gaza,2013-12-20,23,,1.0,87.0,4.0,,,POINT (10.95804 46.08253),23.5,fair,T0189,252,6.975,0.0,,,POINT (10.98027751 46.06526249),0.05001163919925511,0.616810216790813,72.80069808014301,friday
Monte Gaza,2013-12-21,1,,1.0,84.0,3.0,,,POINT (10.95804 46.08253),22.0,fair,T0189,252,6.975,0.0,,,POINT (10.98027751 46.06526249),0.03597532588454377,0.44369568590937314,52.5931818899771,saturday
Monte Gaza,2013-12-21,2,,1.0,84.0,4.0,,,POINT (10.95804 46.08253),22.0,fair,T0189,252,7.175,0.0,,,POINT (10.98027751 46.06526249),0.03284450651769087,0.4050822470515208,48.854099227866904,saturday
Monte Gaza,2013-12-21,3,,1.0,84.0,3.0,,,POINT (10.95804 46.08253),22.0,fair,T0189,252,7.9,0.0,,,POINT (10.98027751 46.06526249),0.03187849162011173,0.3931680633147114,43.352493938665425,saturday
Monte Gaza,2013-12-21,4,,1.0,85.0,3.0,,,POINT (10.95804 46.08253),22.5,fair,T0189,252,7.425,0.0,,,POINT (10.98027751 46.06526249),0.03201815642458101,0.3948905959031658,41.752555585236735,saturday
Monte Gaza,2013-12-21,5,,1.0,85.0,3.0,,,POINT (10.95804 46.08253),22.5,fair,T0189,252,7.425,0.0,,,POINT (10.98027751 46.06526249),0.033275139664804464,0.41039338919925505,47.176532728513536,saturday
Monte Gaza,2013-12-21,6,,1.0,84.0,3.0,,,POINT (10.95804 46.08253),22.0,fair,T0189,252,6.925,0.0,,,POINT (10.98027751 46.06526249),0.036080074487895714,0.4449875853507138,44.705528529571275,saturday
Monte Gaza,2013-12-21,7,,1.0,84.0,3.0,,,POINT (10.95804 46.08253),22.0,fair,T0189,252,6.825,0.0,,,POINT (10.98027751 46.06526249),0.04086359404096834,0.5039843265052764,54.67595589491333,saturday
Monte Gaza,2013-12-21,8,,1.0,82.0,3.0,,,POINT (10.95804 46.08253),21.0,fair,T0189,252,7.225,0.0,,,POINT (10.98027751 46.06526249),0.04832402327746742,0.5959962870887648,74.82830950016422,saturday
Monte Gaza,2013-12-21,9,,1.0,80.0,3.0,,,POINT (10.95804 46.08253),20.0,good,T0189,252,7.775,0.0,,,POINT (10.98027751 46.06526249),0.050803072160148975,0.6265712233085041,78.26871852262721,saturday
Monte Gaza,2013-12-21,10,,1.0,74.0,4.0,,,POINT (10.95804 46.08253),18.5,good,T0189,252,7.875,0.0,,,POINT (10.98027751 46.06526249),0.05095437616387337,0.6284373060211048,82.10576517526893,saturday
Monte Gaza,2013-12-21,11,,1.0,82.0,3.0,,,POINT (10.95804 46.08253),21.0,fair,T0189,252,8.35,0.0,,,POINT (10.98027751 46.06526249),0.05145484031657355,0.6346096972377405,71.21752273983985,saturday
Monte Gaza,2013-12-21,12,,1.0,83.0,3.0,,,POINT (10.95804 46.08253),21.5,fair,T0189,252,8.35,0.0,,,POINT (10.98027751 46.06526249),0.0513268156424581,0.6330307262569833,68.53858983075747,saturday
Monte Gaza,2013-12-21,13,,1.0,84.0,3.0,,,POINT (10.95804 46.08253),22.0,fair,T0189,252,8.35,0.0,,,POINT (10.98027751 46.06526249),0.04870810195530726,0.6007332574487896,64.62280354830928,saturday
Monte Gaza,2013-12-21,14,,1.0,83.0,3.0,,,POINT (10.95804 46.08253),21.5,fair,T0189,252,8.75,0.0,,,POINT (10.98027751 46.06526249),0.051617783985102424,0.6366193358162633,58.64594393097777,saturday
Monte Gaza,2013-12-21,15,,1.0,80.0,3.0,,,POINT (10.95804 46.08253),20.0,good,T0189,252,8.75,0.0,,,POINT (10.98027751 46.06526249),0.05307262476722533,0.6545623721291123,62.86901356640469,saturday
Monte Gaza,2013-12-21,16,,1.0,80.0,4.0,,,POINT (10.95804 46.08253),20.0,good,T0189,252,8.0,0.0,,,POINT (10.98027751 46.06526249),0.05391061452513967,0.6648975791433893,73.47981939537088,saturday
Monte Gaza,2013-12-21,17,,1.0,78.0,4.0,,,POINT (10.95804 46.08253),19.5,good,T0189,252,7.525,0.0,,,POINT (10.98027751 46.06526249),0.06210428305400373,0.7659528243327126,85.14341544025125,saturday
Monte Gaza,2013-12-21,18,,1.0,78.0,4.0,,,POINT (10.95804 46.08253),19.5,good,T0189,252,7.175,0.0,,,POINT (10.98027751 46.06526249),0.06939012988826816,0.8558116019553075,99.06422216902006,saturday
Monte Gaza,2013-12-21,19,,1.0,80.0,3.0,,,POINT (10.95804 46.08253),20.0,good,T0189,252,7.025,0.0,,,POINT (10.98027751 46.06526249),0.07135707588454376,0.8800706025760399,103.61376768000112,saturday
Monte Gaza,2013-12-21,20,,1.0,79.0,3.0,,,POINT (10.95804 46.08253),19.75,good,T0189,252,6.9,0.0,,,POINT (10.98027751 46.06526249),0.06975093109869646,0.8602614835505896,97.01798973336506,saturday
Monte Gaza,2013-12-21,21,,1.0,78.0,3.0,,,POINT (10.95804 46.08253),19.5,good,T0189,252,6.75,0.0,,,POINT (10.98027751 46.06526249),0.06405959078212291,0.7900682863128491,79.56772224263298,saturday
Monte Gaza,2013-12-21,22,,1.0,79.0,4.0,,,POINT (10.95804 46.08253),19.75,good,T0189,252,6.625,0.0,,,POINT (10.98027751 46.06526249),0.05853119134078212,0.7218846932029794,78.99303346816718,saturday
Monte Gaza,2013-12-21,23,,1.0,79.0,10.0,,,POINT (10.95804 46.08253),19.75,good,T0189,252,6.525,0.0,,,POINT (10.98027751 46.06526249),0.050826349162011175,0.626858306331471,63.753354096255244,saturday
Monte Gaza,2013-12-22,1,,1.0,78.0,32.0,,,POINT (10.95804 46.08253),36.0,fair,T0189,252,6.925,0.0,,,POINT (10.98027751 46.06526249),0.03841945996275605,0.47384000620732464,48.024650552517215,sunday
Monte Gaza,2013-12-22,2,,1.0,78.0,18.0,,,POINT (10.95804 46.08253),19.5,good,T0189,252,6.725,0.0,,,POINT (10.98027751 46.06526249),0.03427607076350093,0.4227382060831782,46.53602761236505,sunday
Monte Gaza,2013-12-22,3,,1.0,78.0,5.0,,,POINT (10.95804 46.08253),19.5,good,T0189,252,7.125,0.0,,,POINT (10.98027751 46.06526249),0.03239059590316574,0.39948401613904405,41.608097092666185,sunday
Monte Gaza,2013-12-22,4,,1.0,78.0,14.0,,,POINT (10.95804 46.08253),19.5,good,T0189,252,6.95,0.0,,,POINT (10.98027751 46.06526249),0.03126163873370577,0.3855602110490378,40.817461834532175,sunday
Monte Gaza,2013-12-22,5,,1.0,79.0,13.0,,,POINT (10.95804 46.08253),19.75,good,T0189,252,6.75,0.0,,,POINT (10.98027751 46.06526249),0.03243715083798882,0.4000581936685288,46.39536000290083,sunday
Monte Gaza,2013-12-22,6,,1.0,75.0,9.0,,,POINT (10.95804 46.08253),18.75,good,T0189,252,6.75,0.0,,,POINT (10.98027751 46.06526249),0.03514897579143389,0.433504034761018,42.38195498122131,sunday
Monte Gaza,2013-12-22,7,,1.0,76.0,12.0,,,POINT (10.95804 46.08253),19.0,good,T0189,252,7.425,0.0,,,POINT (10.98027751 46.06526249),0.03936219739292365,0.4854671011793917,47.70542578515027,sunday
Monte Gaza,2013-12-22,8,,1.0,78.0,9.0,,,POINT (10.95804 46.08253),19.5,good,T0189,252,7.15,0.0,,,POINT (10.98027751 46.06526249),0.04590316620111731,0.5661390498137803,64.31064015897356,sunday
Monte Gaza,2013-12-22,9,,1.0,80.0,17.0,,,POINT (10.95804 46.08253),20.0,good,T0189,252,6.875,0.0,,,POINT (10.98027751 46.06526249),0.04809124813780261,0.5931253936995656,62.09031792792087,sunday
Monte Gaza,2013-12-22,10,,1.0,75.0,24.0,,,POINT (10.95804 46.08253),25.333333333333332,fair,T0189,252,7.05,0.0,,,POINT (10.98027751 46.06526249),0.05114059636871508,0.6307340218808193,63.91206691630866,sunday
Monte Gaza,2013-12-22,11,,1.0,74.0,12.0,,,POINT (10.95804 46.08253),18.5,good,T0189,252,7.05,0.0,,,POINT (10.98027751 46.06526249),0.05309590363128491,0.6548494781191806,61.44055730051782,sunday
Monte Gaza,2013-12-22,12,,1.0,74.0,6.0,,,POINT (10.95804 46.08253),18.5,good,T0189,252,7.074999999999999,0.0,,,POINT (10.98027751 46.06526249),0.05526070856610801,0.6815487389819987,57.07914568802816,sunday
Monte Gaza,2013-12-22,13,,1.0,73.0,6.0,,,POINT (10.95804 46.08253),18.25,good,T0189,252,7.3,0.0,,,POINT (10.98027751 46.06526249),0.05303770996275606,0.6541317562073246,52.97037797438122,sunday
Monte Gaza,2013-12-22,14,,2.0,70.0,3.0,,,POINT (10.95804 46.08253),17.5,good,T0189,252,7.4,0.0,,,POINT (10.98027751 46.06526249),0.05415502746741154,0.667912005431409,53.85499586017839,sunday
Monte Gaza,2013-12-22,15,,2.0,71.0,5.0,,,POINT (10.95804 46.08253),17.75,good,T0189,252,7.7,0.0,,,POINT (10.98027751 46.06526249),0.052490688547486036,0.6473851587523278,56.38082203376511,sunday
Monte Gaza,2013-12-22,16,,2.0,72.0,7.0,,,POINT (10.95804 46.08253),18.0,good,T0189,252,7.675,0.0,,,POINT (10.98027751 46.06526249),0.0512220665735568,0.6317388210738671,58.110087096142124,sunday
Monte Gaza,2013-12-22,17,,3.0,70.0,9.0,,,POINT (10.95804 46.08253),17.5,good,T0189,252,7.475,0.0,,,POINT (10.98027751 46.06526249),0.058763966480446926,0.7247555865921786,73.45116835853311,sunday
Monte Gaza,2013-12-22,18,,3.0,71.0,13.0,,,POINT (10.95804 46.08253),17.75,good,T0189,252,7.25,0.0,,,POINT (10.98027751 46.06526249),0.06510707541899441,0.8029872635009312,86.39581410959713,sunday
Monte Gaza,2013-12-22,19,,3.0,70.0,18.0,,,POINT (10.95804 46.08253),18.0,good,T0189,252,7.125,0.0,,,POINT (10.98027751 46.06526249),0.06973929283054005,0.8601179449099938,89.25624524559119,sunday
Monte Gaza,2013-12-22,20,,4.0,66.0,20.0,,,POINT (10.95804 46.08253),20.0,good,T0189,252,7.05,0.0,,,POINT (10.98027751 46.06526249),0.0696461815642458,0.8589695726256985,91.30754349256318,sunday
Monte Gaza,2013-12-22,21,,3.0,69.0,19.0,,,POINT (10.95804 46.08253),19.0,good,T0189,252,7.15,0.0,,,POINT (10.98027751 46.06526249),0.0634427383612663,0.782460439788951,77.09428448724051,sunday
Monte Gaza,2013-12-22,22,,4.0,66.0,11.0,,,POINT (10.95804 46.08253),16.5,good,T0189,252,7.2,0.0,,,POINT (10.98027751 46.06526249),0.05812383659217877,0.7168606513035382,76.18470719522294,sunday
Monte Gaza,2013-12-22,23,,4.0,62.0,10.0,,,POINT (10.95804 46.08253),15.5,good,T0189,252,6.95,0.0,,,POINT (10.98027751 46.06526249),0.050942737430167605,0.6282937616387338,61.520625705219885,sunday
Monte Gaza,2013-12-23,1,,3.0,68.0,3.0,,,POINT (10.95804 46.08253),17.0,good,T0189,252,6.925000000000001,0.05,,,POINT (10.98027751 46.06526249),0.036312849162011177,0.4478584729981378,49.31184751571901,monday
Monte Gaza,2013-12-23,2,,6.0,63.0,9.0,,,POINT (10.95804 46.08253),15.75,good,T0189,252,6.9,0.0,,,POINT (10.98027751 46.06526249),0.03348463687150838,0.4129771880819366,40.31600683002886,monday
Monte Gaza,2013-12-23,3,,4.0,64.0,4.0,,,POINT (10.95804 46.08253),16.0,good,T0189,252,7.125,0.0,,,POINT (10.98027751 46.06526249),0.03240223463687151,0.3996275605214153,38.258961430423824,monday
Monte Gaza,2013-12-23,4,,3.0,68.0,2.0,,,POINT (10.95804 46.08253),17.0,good,T0189,252,7.45,0.0,,,POINT (10.98027751 46.06526249),0.03249534450651769,0.4007759155803849,45.64604262811239,monday
Monte Gaza,2013-12-23,5,,2.0,75.0,0.0,,,POINT (10.95804 46.08253),18.75,good,T0189,252,7.4,0.0,,,POINT (10.98027751 46.06526249),0.03336824953445065,0.4115417442582247,41.73799544523763,monday
Monte Gaza,2013-12-23,6,,2.0,75.0,0.0,,,POINT (10.95804 46.08253),18.75,good,T0189,252,7.225,0.0,,,POINT (10.98027751 46.06526249),0.03666201117318436,0.4521648044692737,42.59149892852189,monday
Monte Gaza,2013-12-23,7,,1.0,75.0,0.0,,,POINT (10.95804 46.08253),18.75,good,T0189,252,6.875,0.0,,,POINT (10.98027751 46.06526249),0.044448324022346365,0.5481959962756052,59.07096502675947,monday
Monte Gaza,2013-12-23,8,,1.0,75.0,0.0,,,POINT (10.95804 46.08253),18.75,good,T0189,252,6.5,0.0,,,POINT (10.98027751 46.06526249),0.050360800279329605,0.6211165367783986,73.17072283685688,monday
Monte Gaza,2013-12-23,9,,1.0,76.0,0.0,,,POINT (10.95804 46.08253),19.0,good,T0189,252,7.325,0.0,,,POINT (10.98027751 46.06526249),0.04788175093109869,0.5905415948168838,79.02112981346265,monday
Monte Gaza,2013-12-23,12,,,70.0,0.0,,,POINT (10.95804 46.08253),17.5,good,T0189,252,9.350000000000001,0.0,,,POINT (10.98027751 46.06526249),0.03809357541899441,0.46982076350093116,60.982005107838205,monday
Monte Gaza,2013-12-23,13,,,71.0,0.0,,,POINT (10.95804 46.08253),17.75,good,T0189,252,9.6,0.0,,,POINT (10.98027751 46.06526249),0.03876862197392924,0.4781463376784606,48.641654146333536,monday
Monte Gaza,2013-12-23,14,,,65.0,0.0,,,POINT (10.95804 46.08253),16.25,good,T0189,252,9.649999999999999,0.0,,,POINT (10.98027751 46.06526249),0.042888734171322156,0.52896105477964,55.12731003506899,monday
Monte Gaza,2013-12-23,15,,2.0,63.0,1.0,,,POINT (10.95804 46.08253),15.75,good,T0189,252,9.174999999999999,0.0,,,POINT (10.98027751 46.06526249),0.04641527094972067,0.5724550083798883,70.68814389802033,monday
Monte Gaza,2013-12-23,16,,2.0,64.0,1.0,,,POINT (10.95804 46.08253),16.0,good,T0189,252,8.725,0.0,,,POINT (10.98027751 46.06526249),0.04549193109869646,0.5610671502172564,64.04856139978949,monday
Monte Gaza,2013-12-23,17,,2.0,66.0,1.0,,,POINT (10.95804 46.08253),16.5,good,T0189,252,8.175,0.0,,,POINT (10.98027751 46.06526249),0.05572625651769087,0.6872904970515209,82.20650122834037,monday
Monte Gaza,2013-12-23,18,,2.0,65.0,1.0,,,POINT (10.95804 46.08253),16.25,good,T0189,252,8.025,0.0,,,POINT (10.98027751 46.06526249),0.06366387197392924,0.7851877543451272,99.12118933022535,monday
Monte Gaza,2013-12-23,19,,2.0,61.0,2.0,,,POINT (10.95804 46.08253),15.25,good,T0189,252,7.9,0.0,,,POINT (10.98027751 46.06526249),0.06766759823091248,0.8345670448479205,93.79393594483258,monday
Monte Gaza,2013-12-23,20,,3.0,60.0,8.0,,,POINT (10.95804 46.08253),15.0,good,T0189,252,7.825,0.0,,,POINT (10.98027751 46.06526249),0.06914571787709498,0.852797187150838,95.90981962433786,monday
Monte Gaza,2013-12-23,21,,26.0,27.0,10.0,,,POINT (10.95804 46.08253),13.0,good,T0189,252,7.625,0.1,,,POINT (10.98027751 46.06526249),0.06610800791433892,0.81533209761018,82.7517148215003,monday
Monte Gaza,2013-12-23,22,,42.0,10.0,5.0,,,POINT (10.95804 46.08253),20.666666666666668,fair,T0189,252,7.475,0.0,,,POINT (10.98027751 46.06526249),0.06137104329608938,0.7569095339851022,79.02666213389998,monday
Monte Gaza,2013-12-23,23,,43.0,11.0,6.0,,,POINT (10.95804 46.08253),21.0,fair,T0189,252,7.4,0.0,,,POINT (10.98027751 46.06526249),0.05168761638733706,0.6374806021104904,63.630007284283195,monday
Monte Gaza,2013-12-24,1,,18.0,48.0,3.0,,,POINT (10.95804 46.08253),12.0,good,T0189,252,7.3,0.0,,,POINT (10.98027751 46.06526249),0.03715083798882681,0.45819366852886395,49.273698125667174,tuesday
Monte Gaza,2013-12-24,2,,27.0,31.0,5.0,,,POINT (10.95804 46.08253),13.5,good,T0189,252,7.275,0.0,,,POINT (10.98027751 46.06526249),0.03343808193668529,0.4124030105524519,42.576271476212206,tuesday
Monte Gaza,2013-12-24,3,,23.0,35.0,4.0,,,POINT (10.95804 46.08253),11.5,good,T0189,252,7.225,0.0,,,POINT (10.98027751 46.06526249),0.03228584729981378,0.3981921166977032,37.094630967633265,tuesday
Monte Gaza,2013-12-24,4,,16.0,42.0,3.0,,,POINT (10.95804 46.08253),10.5,good,T0189,252,7.225,0.0,,,POINT (10.98027751 46.06526249),0.03269320297951583,0.4032161700806952,39.23420379245481,tuesday
Monte Gaza,2013-12-24,5,,17.0,23.0,3.0,,,POINT (10.95804 46.08253),8.5,good,T0189,252,7.2,0.05,,,POINT (10.98027751 46.06526249),0.03447392923649907,0.4251784605834885,44.73377358003602,tuesday
Monte Gaza,2013-12-24,6,,19.0,25.0,1.0,,,POINT (10.95804 46.08253),9.5,good,T0189,252,7.2,0.05,,,POINT (10.98027751 46.06526249),0.03687150837988827,0.4547486033519554,43.003441392552745,tuesday
Monte Gaza,2013-12-24,7,,22.0,30.0,2.0,,,POINT (10.95804 46.08253),11.0,good,T0189,252,7.2,0.0,,,POINT (10.98027751 46.06526249),0.04471601443202979,0.5514975113283674,55.643797548554346,tuesday
Monte Gaza,2013-12-24,8,,29.0,19.0,2.0,,,POINT (10.95804 46.08253),14.5,good,T0189,252,7.3,0.05,,,POINT (10.98027751 46.06526249),0.051966945996275604,0.6409256672873992,72.45717441158878,tuesday
Monte Gaza,2013-12-24,9,,25.0,30.0,1.0,,,POINT (10.95804 46.08253),12.5,good,T0189,252,7.3,0.0,,,POINT (10.98027751 46.06526249),0.05197858426443203,0.6410692059279951,74.23404068256573,tuesday
Monte Gaza,2013-12-24,10,,23.0,32.0,1.0,,,POINT (10.95804 46.08253),11.5,good,T0189,252,7.3,0.05,,,POINT (10.98027751 46.06526249),0.05373603491620112,0.6627444306331471,80.89000230806042,tuesday
Monte Gaza,2013-12-24,11,,17.0,44.0,1.0,,,POINT (10.95804 46.08253),11.0,good,T0189,252,7.325,0.0,,,POINT (10.98027751 46.06526249),0.05194366852886407,0.6406385785226569,66.01332757343386,tuesday
Monte Gaza,2013-12-24,12,,12.0,63.0,1.0,,,POINT (10.95804 46.08253),15.75,good,T0189,252,7.4,0.0,,,POINT (10.98027751 46.06526249),0.05252560567970205,0.6478158033829919,71.35836086285383,tuesday
Monte Gaza,2013-12-24,13,,11.0,70.0,0.0,,,POINT (10.95804 46.08253),17.5,good,T0189,252,7.425000000000001,0.0,,,POINT (10.98027751 46.06526249),0.05297951443202979,0.6534140113283674,59.35327005204872,tuesday
Monte Gaza,2013-12-24,14,,8.0,71.0,1.0,,,POINT (10.95804 46.08253),17.75,good,T0189,252,7.725,0.0,,,POINT (10.98027751 46.06526249),0.054317969739292364,0.6699216267846058,58.124446816426484,tuesday
Monte Gaza,2013-12-24,15,,5.0,78.0,1.0,,,POINT (10.95804 46.08253),19.5,good,T0189,252,7.775,0.0,,,POINT (10.98027751 46.06526249),0.05485335335195531,0.6765246913407822,70.43483477631746,tuesday
Monte Gaza,2013-12-24,16,,6.0,78.0,1.0,,,POINT (10.95804 46.08253),19.5,good,T0189,252,7.6,0.0,,,POINT (10.98027751 46.06526249),0.05741387383612663,0.7081044439788952,66.72754479124266,tuesday
Monte Gaza,2013-12-24,17,,8.0,75.0,1.0,,,POINT (10.95804 46.08253),18.75,good,T0189,252,7.625,0.0,,,POINT (10.98027751 46.06526249),0.06509543808193669,0.8028437363438856,88.57620351649625,tuesday
Monte Gaza,2013-12-24,18,,7.0,76.0,1.0,,,POINT (10.95804 46.08253),19.0,good,T0189,252,7.525,0.0,,,POINT (10.98027751 46.06526249),0.07233472998137802,0.8921283364369956,101.5095772647017,tuesday
Monte Gaza,2013-12-24,19,,6.0,77.0,1.0,,,POINT (10.95804 46.08253),19.25,good,T0189,252,7.533333333333334,0.0,,,POINT (10.98027751 46.06526249),0.07467411499068902,0.9209807515518312,106.63786315822827,tuesday
Monte Gaza,2013-12-24,20,,8.0,75.0,1.0,,,POINT (10.95804 46.08253),18.75,good,T0189,252,7.625,0.0,,,POINT (10.98027751 46.06526249),0.0693668533519553,0.8555245246741154,97.90931700116225,tuesday
Monte Gaza,2013-12-24,21,,5.0,79.0,1.0,,,POINT (10.95804 46.08253),19.75,good,T0189,252,7.725,0.0,,,POINT (10.98027751 46.06526249),0.0647229990689013,0.7982503218497828,81.02402756280807,tuesday
Monte Gaza,2013-12-24,22,,8.0,73.0,1.0,,,POINT (10.95804 46.08253),18.25,good,T0189,252,7.775,0.0,,,POINT (10.98027751 46.06526249),0.05654096880819367,0.6973386153010553,80.20609381717631,tuesday
Monte Gaza,2013-12-24,23,,5.0,79.0,1.0,,,POINT (10.95804 46.08253),19.75,good,T0189,252,7.875,0.0,,,POINT (10.98027751 46.06526249),0.05242085567970205,0.6465238867163252,66.93161249483512,tuesday
Monte Gaza,2013-12-25,1,,5.0,76.0,1.0,,,POINT (10.95804 46.08253),19.0,good,T0189,252,7.675,0.1,,,POINT (10.98027751 46.06526249),0.04032821229050279,0.49738128491620104,53.81911625238148,wednesday
Monte Gaza,2013-12-25,2,,4.0,77.0,1.0,,,POINT (10.95804 46.08253),19.25,good,T0189,252,7.775,0.2,,,POINT (10.98027751 46.06526249),0.03587057728119181,0.4424037864680323,46.13865992961384,wednesday
Monte Gaza,2013-12-25,3,,5.0,75.0,1.0,,,POINT (10.95804 46.08253),18.75,good,T0189,252,8.025,0.1,,,POINT (10.98027751 46.06526249),0.03361266294227188,0.41455617628801983,42.730800084760176,wednesday
Monte Gaza,2013-12-25,4,,5.0,74.0,1.0,,,POINT (10.95804 46.08253),18.5,good,T0189,252,8.325,0.1,,,POINT (10.98027751 46.06526249),0.03426443202979516,0.42259466170080695,45.07068397657121,wednesday
Monte Gaza,2013-12-25,5,,4.0,76.0,1.0,,,POINT (10.95804 46.08253),19.0,good,T0189,252,8.875,0.05,,,POINT (10.98027751 46.06526249),0.03447392923649907,0.4251784605834885,44.13222546625879,wednesday
Monte Gaza,2013-12-25,6,,3.0,77.0,1.0,,,POINT (10.95804 46.08253),19.25,good,T0189,252,9.05,0.0,,,POINT (10.98027751 46.06526249),0.0359171322160149,0.44297796399751704,40.64996243618807,wednesday
Monte Gaza,2013-12-25,7,,2.0,81.0,1.0,,,POINT (10.95804 46.08253),20.5,fair,T0189,252,9.0,0.0,,,POINT (10.98027751 46.06526249),0.03954841713221602,0.4877638112973308,47.18051426869473,wednesday
Monte Gaza,2013-12-25,8,,1.0,81.0,1.0,,,POINT (10.95804 46.08253),20.5,fair,T0189,252,8.8,0.15000000000000002,,,POINT (10.98027751 46.06526249),0.04496042923649907,0.5545119605834885,62.81355848486988,wednesday
Monte Gaza,2013-12-25,9,,1.0,82.0,1.0,,,POINT (10.95804 46.08253),21.0,fair,T0189,252,8.625,0.45000000000000007,,,POINT (10.98027751 46.06526249),0.049837058193668536,0.6146570510552454,59.215703487278226,wednesday
Monte Gaza,2013-12-25,10,,1.0,81.0,1.0,,,POINT (10.95804 46.08253),20.5,fair,T0189,252,8.350000000000001,0.35,,,POINT (10.98027751 46.06526249),0.0528049352886406,0.6512608685599007,68.5264525635049,wednesday
Monte Gaza,2013-12-25,11,,1.0,80.0,1.0,,,POINT (10.95804 46.08253),20.0,good,T0189,252,8.375,0.45,,,POINT (10.98027751 46.06526249),0.05760009357541899,0.7104011540968341,65.70130198209411,wednesday
