Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"A22 (Avio)","Biossido di Azoto",2013-12-08,24,82,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,1,72,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,2,66,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,3,63,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,4,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,5,67,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,6,65,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,7,66,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,8,73,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,9,71,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,10,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,11,80,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,12,85,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,13,68,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,14,74,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,15,82,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,16,104,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,17,96,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,18,92,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,19,97,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,20,88,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,21,76,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,22,73,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,23,69,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-09,24,68,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,1,69,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,2,62,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,3,62,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,4,61,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,5,62,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,6,72,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,7,77,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,8,86,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,9,96,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,10,90,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,11,89,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,12,87,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,13,77,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,14,89,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,15,101,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,16,111,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,17,86,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,18,124,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,19,129,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,20,120,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,21,128,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,22,112,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,23,97,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-10,24,80,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,1,71,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,2,66,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,3,65,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,4,66,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,5,67,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,6,66,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,7,82,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,8,89,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,9,108,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,10,105,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,11,99,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,12,92,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,13,62,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,14,77,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,15,76,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,16,81,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,17,114,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,18,110,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,19,120,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,20,112,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,21,98,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,22,84,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,23,75,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-11,24,66,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,1,62,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,2,58,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,3,57,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,4,55,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,5,62,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,6,66,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,7,61,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,8,84,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,9,81,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,10,66,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,12,68,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,13,67,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,14,69,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,15,71,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,16,79,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,17,104,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,18,110,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,19,109,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,20,96,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,21,97,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,22,82,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,23,77,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-12,24,72,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,1,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,2,60,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,3,58,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,4,56,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,5,54,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,6,53,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,7,52,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,8,68,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,9,67,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,10,69,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,11,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,12,67,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,13,66,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,14,73,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,15,83,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,16,92,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,17,97,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,18,108,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,19,114,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,20,109,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,21,97,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,22,93,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,23,76,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-13,24,79,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,1,69,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,2,65,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,3,63,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,4,60,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,5,54,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,6,57,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,7,59,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,8,66,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,9,69,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,10,65,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,11,75,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,12,68,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,13,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,14,79,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,15,81,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,16,89,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,17,90,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,18,108,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,19,97,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,20,113,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,21,104,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,22,87,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,23,77,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-14,24,67,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,1,65,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,2,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,3,59,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,4,59,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,5,55,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,6,56,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,7,61,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,8,69,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,9,75,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,10,76,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,11,82,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,12,67,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,13,63,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,14,74,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,15,81,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,16,89,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,17,113,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,18,121,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,19,145,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,20,130,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,21,134,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,22,83,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,23,71,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-15,24,60,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,1,56,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,2,47,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,3,44,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,4,42,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,5,42,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,6,44,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,7,56,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,8,59,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,9,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,10,63,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,11,66,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,12,61,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,13,59,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,14,66,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,15,84,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,16,87,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,17,113,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,18,104,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,19,97,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,20,109,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,21,79,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,22,78,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,23,72,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-16,24,72,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,1,65,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,2,61,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,3,61,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,4,60,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,5,62,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,6,57,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,7,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,8,72,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,9,72,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,10,69,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,11,67,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,12,58,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,13,65,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,14,75,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,15,81,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,16,95,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,17,97,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,18,109,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,19,106,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,20,110,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,21,82,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,22,87,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,23,76,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-17,24,74,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,1,68,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,2,63,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,3,59,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,4,62,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,5,61,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,6,57,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,7,74,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,8,87,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,9,101,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,10,82,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,11,79,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,12,81,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,13,79,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,14,78,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,15,89,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,16,96,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,17,113,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,18,107,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,19,106,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,20,101,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,21,106,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,22,100,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,23,87,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-18,24,82,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,1,83,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,2,70,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,3,69,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,4,68,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,5,71,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,6,71,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,7,90,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,8,91,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,9,107,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,10,104,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,11,94,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,12,83,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,13,94,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,14,108,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,15,106,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,16,104,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,17,107,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,18,112,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,19,99,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,20,111,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,21,92,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,22,83,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,23,76,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-19,24,67,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,1,65,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,2,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,3,58,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,4,55,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,5,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,6,58,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,7,58,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,8,65,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,9,75,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,10,75,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,14,82,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,15,90,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,16,90,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,17,105,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,18,103,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,19,120,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,20,110,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,21,94,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,22,73,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,23,76,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-20,24,80,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,1,75,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,2,63,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,3,62,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,4,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,5,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,6,62,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,7,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,8,79,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,9,89,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,10,87,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,11,100,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,12,99,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,13,98,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,14,97,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,15,112,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,16,115,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,17,103,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,18,110,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,19,110,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,20,95,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,21,97,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,22,78,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,23,75,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-21,24,72,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,1,67,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,2,66,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,3,60,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,4,62,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,5,61,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,6,55,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,7,59,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,8,69,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,9,80,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,10,89,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,11,103,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,12,117,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,13,108,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,14,93,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,15,87,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,16,98,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,17,106,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,18,118,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,19,120,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,20,105,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,21,90,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,22,85,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,23,76,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-22,24,71,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,1,67,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,2,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,3,62,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,4,58,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,5,51,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,6,52,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,7,61,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,8,71,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,9,78,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,10,72,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,11,84,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,12,75,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,13,74,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,14,68,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,15,81,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,16,53,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,17,52,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,18,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,19,56,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,20,49,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,21,49,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,22,43,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,23,54,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-23,24,49,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-24,1,43,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-24,2,44,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-24,3,39,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-24,4,41,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-24,5,41,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-24,6,45,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-24,7,42,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-24,8,40,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-24,9,45,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-24,10,40,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-24,11,41,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-24,12,41,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-24,13,55,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-24,14,43,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-24,15,43,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-24,16,43,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-24,17,44,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-24,18,44,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-24,19,48,µg/mc
"A22 (Avio)","Biossido di Azoto",2013-12-24,20,55,µg/mc
