Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
Rovereto,PM10,2013-12-20,24,51,µg/mc
Rovereto,PM10,2013-12-21,1,52,µg/mc
Rovereto,PM10,2013-12-21,2,55,µg/mc
Rovereto,PM10,2013-12-21,3,53,µg/mc
Rovereto,PM10,2013-12-21,4,51,µg/mc
Rovereto,PM10,2013-12-21,5,50,µg/mc
Rovereto,PM10,2013-12-21,6,48,µg/mc
Rovereto,PM10,2013-12-21,7,48,µg/mc
Rovereto,PM10,2013-12-21,8,52,µg/mc
Rovereto,PM10,2013-12-21,9,48,µg/mc
Rovereto,PM10,2013-12-21,10,54,µg/mc
Rovereto,PM10,2013-12-21,11,55,µg/mc
Rovereto,PM10,2013-12-21,12,53,µg/mc
Rovereto,PM10,2013-12-21,13,54,µg/mc
Rovereto,PM10,2013-12-21,14,54,µg/mc
Rovereto,PM10,2013-12-21,15,53,µg/mc
Rovereto,PM10,2013-12-21,16,54,µg/mc
Rovereto,PM10,2013-12-21,17,62,µg/mc
Rovereto,PM10,2013-12-21,18,69,µg/mc
Rovereto,PM10,2013-12-21,19,75,µg/mc
Rovereto,PM10,2013-12-21,20,79,µg/mc
Rovereto,PM10,2013-12-21,21,80,µg/mc
Rovereto,PM10,2013-12-21,22,75,µg/mc
Rovereto,PM10,2013-12-21,23,79,µg/mc
Rovereto,PM10,2013-12-21,24,85,µg/mc
Rovereto,PM10,2013-12-22,1,84,µg/mc
Rovereto,PM10,2013-12-22,2,80,µg/mc
Rovereto,PM10,2013-12-22,3,80,µg/mc
Rovereto,PM10,2013-12-22,4,75,µg/mc
Rovereto,PM10,2013-12-22,5,71,µg/mc
Rovereto,PM10,2013-12-22,6,68,µg/mc
Rovereto,PM10,2013-12-22,7,66,µg/mc
Rovereto,PM10,2013-12-22,8,60,µg/mc
Rovereto,PM10,2013-12-22,9,59,µg/mc
Rovereto,PM10,2013-12-22,10,61,µg/mc
Rovereto,PM10,2013-12-22,11,65,µg/mc
Rovereto,PM10,2013-12-22,12,65,µg/mc
Rovereto,PM10,2013-12-22,13,60,µg/mc
Rovereto,PM10,2013-12-22,14,58,µg/mc
Rovereto,PM10,2013-12-22,15,57,µg/mc
Rovereto,PM10,2013-12-22,16,58,µg/mc
Rovereto,PM10,2013-12-22,17,61,µg/mc
Rovereto,PM10,2013-12-22,18,62,µg/mc
Rovereto,PM10,2013-12-22,19,65,µg/mc
Rovereto,PM10,2013-12-22,20,59,µg/mc
Rovereto,PM10,2013-12-22,21,65,µg/mc
Rovereto,PM10,2013-12-22,22,70,µg/mc
Rovereto,PM10,2013-12-22,23,68,µg/mc
Rovereto,PM10,2013-12-22,24,65,µg/mc
Rovereto,PM10,2013-12-23,1,63,µg/mc
Rovereto,PM10,2013-12-23,2,61,µg/mc
Rovereto,PM10,2013-12-23,3,58,µg/mc
Rovereto,PM10,2013-12-23,4,58,µg/mc
Rovereto,PM10,2013-12-23,5,56,µg/mc
Rovereto,PM10,2013-12-23,6,59,µg/mc
Rovereto,PM10,2013-12-23,7,58,µg/mc
Rovereto,PM10,2013-12-23,8,57,µg/mc
Rovereto,PM10,2013-12-23,9,57,µg/mc
Rovereto,PM10,2013-12-23,10,50,µg/mc
Rovereto,PM10,2013-12-23,11,48,µg/mc
Rovereto,PM10,2013-12-23,12,48,µg/mc
Rovereto,PM10,2013-12-23,13,45,µg/mc
Rovereto,PM10,2013-12-23,14,43,µg/mc
Rovereto,PM10,2013-12-23,15,37,µg/mc
Rovereto,PM10,2013-12-23,16,43,µg/mc
Rovereto,PM10,2013-12-23,17,50,µg/mc
Rovereto,PM10,2013-12-23,18,50,µg/mc
Rovereto,PM10,2013-12-23,19,47,µg/mc
Rovereto,PM10,2013-12-23,20,52,µg/mc
Rovereto,PM10,2013-12-23,21,51,µg/mc
Rovereto,PM10,2013-12-23,22,52,µg/mc
Rovereto,PM10,2013-12-23,23,49,µg/mc
Rovereto,PM10,2013-12-23,24,54,µg/mc
Rovereto,PM10,2013-12-24,1,51,µg/mc
Rovereto,PM10,2013-12-24,2,59,µg/mc
Rovereto,PM10,2013-12-24,3,62,µg/mc
Rovereto,PM10,2013-12-24,4,64,µg/mc
Rovereto,PM10,2013-12-24,5,56,µg/mc
Rovereto,PM10,2013-12-24,6,55,µg/mc
Rovereto,PM10,2013-12-24,7,56,µg/mc
Rovereto,PM10,2013-12-24,8,45,µg/mc
Rovereto,PM10,2013-12-24,9,38,µg/mc
Rovereto,PM10,2013-12-24,10,35,µg/mc
Rovereto,PM10,2013-12-24,11,36,µg/mc
Rovereto,PM10,2013-12-24,12,32,µg/mc
Rovereto,PM10,2013-12-24,13,31,µg/mc
Rovereto,PM10,2013-12-24,14,31,µg/mc
Rovereto,PM10,2013-12-24,15,33,µg/mc
Rovereto,PM10,2013-12-24,16,35,µg/mc
Rovereto,PM10,2013-12-24,17,35,µg/mc
Rovereto,PM10,2013-12-24,18,35,µg/mc
Rovereto,PM10,2013-12-24,19,35,µg/mc
Rovereto,PM10,2013-12-24,20,37,µg/mc
Rovereto,PM10,2013-12-24,21,39,µg/mc
Rovereto,PM10,2013-12-24,22,39,µg/mc
Rovereto,PM10,2013-12-24,23,35,µg/mc
Rovereto,PM10,2013-12-24,24,32,µg/mc
Rovereto,PM10,2013-12-25,1,29,µg/mc
Rovereto,PM10,2013-12-25,2,30,µg/mc
Rovereto,PM10,2013-12-25,3,30,µg/mc
Rovereto,PM10,2013-12-25,4,28,µg/mc
Rovereto,PM10,2013-12-25,5,27,µg/mc
Rovereto,PM10,2013-12-25,6,23,µg/mc
Rovereto,PM10,2013-12-25,7,19,µg/mc
Rovereto,PM10,2013-12-25,8,22,µg/mc
Rovereto,PM10,2013-12-25,9,25,µg/mc
Rovereto,PM10,2013-12-25,10,27,µg/mc
Rovereto,PM10,2013-12-25,11,27,µg/mc
Rovereto,PM10,2013-12-25,12,29,µg/mc
Rovereto,PM10,2013-12-25,13,36,µg/mc
Rovereto,PM10,2013-12-25,14,34,µg/mc
Rovereto,PM10,2013-12-25,15,22,µg/mc
Rovereto,PM10,2013-12-25,16,23,µg/mc
Rovereto,PM10,2013-12-25,17,22,µg/mc
Rovereto,PM10,2013-12-25,18,21,µg/mc
Rovereto,PM10,2013-12-25,19,19,µg/mc
Rovereto,PM10,2013-12-25,20,13,µg/mc
Rovereto,PM10,2013-12-25,21,17,µg/mc
Rovereto,PM10,2013-12-25,22,15,µg/mc
Rovereto,PM10,2013-12-25,23,10,µg/mc
Rovereto,PM10,2013-12-25,24,11,µg/mc
Rovereto,PM10,2013-12-26,1,10,µg/mc
Rovereto,PM10,2013-12-26,2,8,µg/mc
Rovereto,PM10,2013-12-26,3,7,µg/mc
Rovereto,PM10,2013-12-26,4,6,µg/mc
Rovereto,PM10,2013-12-26,5,5,µg/mc
Rovereto,PM10,2013-12-26,6,5,µg/mc
Rovereto,PM10,2013-12-26,7,4,µg/mc
Rovereto,PM10,2013-12-26,8,4,µg/mc
Rovereto,PM10,2013-12-26,9,4,µg/mc
Rovereto,PM10,2013-12-26,10,3,µg/mc
Rovereto,PM10,2013-12-26,11,3,µg/mc
Rovereto,PM10,2013-12-26,12,3,µg/mc
Rovereto,PM10,2013-12-26,13,3,µg/mc
Rovereto,PM10,2013-12-26,14,3,µg/mc
Rovereto,PM10,2013-12-26,15,3,µg/mc
Rovereto,PM10,2013-12-26,16,3,µg/mc
Rovereto,PM10,2013-12-26,17,4,µg/mc
Rovereto,PM10,2013-12-26,18,4,µg/mc
Rovereto,PM10,2013-12-26,19,4,µg/mc
Rovereto,PM10,2013-12-26,20,4,µg/mc
Rovereto,PM10,2013-12-26,21,5,µg/mc
Rovereto,PM10,2013-12-26,22,5,µg/mc
Rovereto,PM10,2013-12-26,23,4,µg/mc
Rovereto,PM10,2013-12-26,24,4,µg/mc
Rovereto,PM10,2013-12-27,1,4,µg/mc
Rovereto,PM10,2013-12-27,2,4,µg/mc
Rovereto,PM10,2013-12-27,3,4,µg/mc
Rovereto,PM10,2013-12-27,4,3,µg/mc
Rovereto,PM10,2013-12-27,5,3,µg/mc
Rovereto,PM10,2013-12-27,6,3,µg/mc
Rovereto,PM10,2013-12-27,7,3,µg/mc
Rovereto,PM10,2013-12-27,8,4,µg/mc
Rovereto,PM10,2013-12-27,9,5,µg/mc
Rovereto,PM10,2013-12-27,10,7,µg/mc
Rovereto,PM10,2013-12-27,11,9,µg/mc
Rovereto,PM10,2013-12-27,12,9,µg/mc
Rovereto,PM10,2013-12-27,13,6,µg/mc
Rovereto,PM10,2013-12-27,14,8,µg/mc
Rovereto,PM10,2013-12-27,15,9,µg/mc
Rovereto,PM10,2013-12-27,16,8,µg/mc
Rovereto,PM10,2013-12-27,17,10,µg/mc
Rovereto,PM10,2013-12-27,18,13,µg/mc
Rovereto,PM10,2013-12-27,19,14,µg/mc
Rovereto,PM10,2013-12-27,20,17,µg/mc
Rovereto,PM10,2013-12-27,21,19,µg/mc
Rovereto,PM10,2013-12-27,22,22,µg/mc
Rovereto,PM10,2013-12-27,23,15,µg/mc
Rovereto,PM10,2013-12-27,24,13,µg/mc
Rovereto,PM10,2013-12-28,1,11,µg/mc
Rovereto,PM10,2013-12-28,2,11,µg/mc
Rovereto,PM10,2013-12-28,3,14,µg/mc
Rovereto,PM10,2013-12-28,4,10,µg/mc
Rovereto,PM10,2013-12-28,5,11,µg/mc
Rovereto,PM10,2013-12-28,6,12,µg/mc
Rovereto,PM10,2013-12-28,7,12,µg/mc
Rovereto,PM10,2013-12-28,8,12,µg/mc
Rovereto,PM10,2013-12-28,9,14,µg/mc
Rovereto,PM10,2013-12-28,10,16,µg/mc
Rovereto,PM10,2013-12-28,11,16,µg/mc
Rovereto,PM10,2013-12-28,12,14,µg/mc
Rovereto,PM10,2013-12-28,13,14,µg/mc
Rovereto,PM10,2013-12-28,14,12,µg/mc
Rovereto,PM10,2013-12-28,15,12,µg/mc
Rovereto,PM10,2013-12-28,16,15,µg/mc
Rovereto,PM10,2013-12-28,17,20,µg/mc
Rovereto,PM10,2013-12-28,18,23,µg/mc
Rovereto,PM10,2013-12-28,19,30,µg/mc
Rovereto,PM10,2013-12-28,20,30,µg/mc
Rovereto,PM10,2013-12-28,21,32,µg/mc
Rovereto,PM10,2013-12-28,22,32,µg/mc
Rovereto,PM10,2013-12-28,23,32,µg/mc
Rovereto,PM10,2013-12-28,24,34,µg/mc
Rovereto,PM10,2013-12-29,1,32,µg/mc
Rovereto,PM10,2013-12-29,2,33,µg/mc
Rovereto,PM10,2013-12-29,3,33,µg/mc
Rovereto,PM10,2013-12-29,4,29,µg/mc
Rovereto,PM10,2013-12-29,5,26,µg/mc
Rovereto,PM10,2013-12-29,6,22,µg/mc
Rovereto,PM10,2013-12-29,7,21,µg/mc
Rovereto,PM10,2013-12-29,8,21,µg/mc
Rovereto,PM10,2013-12-29,9,21,µg/mc
Rovereto,PM10,2013-12-29,10,20,µg/mc
Rovereto,PM10,2013-12-29,11,18,µg/mc
Rovereto,PM10,2013-12-29,12,15,µg/mc
Rovereto,PM10,2013-12-29,13,16,µg/mc
Rovereto,PM10,2013-12-29,14,14,µg/mc
Rovereto,PM10,2013-12-29,15,12,µg/mc
Rovereto,PM10,2013-12-29,16,10,µg/mc
Rovereto,PM10,2013-12-29,17,11,µg/mc
Rovereto,PM10,2013-12-29,18,14,µg/mc
Rovereto,PM10,2013-12-29,19,19,µg/mc
Rovereto,PM10,2013-12-29,20,22,µg/mc
Rovereto,PM10,2013-12-29,21,26,µg/mc
Rovereto,PM10,2013-12-29,22,21,µg/mc
Rovereto,PM10,2013-12-29,23,16,µg/mc
Rovereto,PM10,2013-12-29,24,15,µg/mc
Rovereto,PM10,2013-12-30,1,11,µg/mc
Rovereto,PM10,2013-12-30,2,8,µg/mc
Rovereto,PM10,2013-12-30,3,7,µg/mc
Rovereto,PM10,2013-12-30,4,6,µg/mc
Rovereto,PM10,2013-12-30,5,7,µg/mc
Rovereto,PM10,2013-12-30,6,6,µg/mc
Rovereto,PM10,2013-12-30,7,6,µg/mc
Rovereto,PM10,2013-12-30,8,6,µg/mc
Rovereto,PM10,2013-12-30,9,7,µg/mc
Rovereto,PM10,2013-12-30,10,7,µg/mc
Rovereto,PM10,2013-12-30,11,6,µg/mc
Rovereto,PM10,2013-12-30,12,6,µg/mc
Rovereto,PM10,2013-12-30,13,6,µg/mc
Rovereto,PM10,2013-12-30,14,6,µg/mc
Rovereto,PM10,2013-12-30,15,5,µg/mc
Rovereto,PM10,2013-12-30,16,6,µg/mc
Rovereto,PM10,2013-12-30,17,9,µg/mc
Rovereto,PM10,2013-12-30,18,10,µg/mc
Rovereto,PM10,2013-12-30,19,11,µg/mc
Rovereto,PM10,2013-12-30,20,14,µg/mc
Rovereto,PM10,2013-12-30,21,16,µg/mc
Rovereto,PM10,2013-12-30,22,16,µg/mc
Rovereto,PM10,2013-12-30,23,15,µg/mc
Rovereto,PM10,2013-12-30,24,10,µg/mc
Rovereto,PM10,2013-12-31,1,11,µg/mc
Rovereto,PM10,2013-12-31,2,10,µg/mc
Rovereto,PM10,2013-12-31,3,10,µg/mc
Rovereto,PM10,2013-12-31,4,10,µg/mc
Rovereto,PM10,2013-12-31,5,9,µg/mc
Rovereto,PM10,2013-12-31,6,9,µg/mc
Rovereto,PM10,2013-12-31,7,10,µg/mc
Rovereto,PM10,2013-12-31,8,11,µg/mc
Rovereto,PM10,2013-12-31,9,10,µg/mc
Rovereto,PM10,2013-12-31,10,12,µg/mc
Rovereto,PM10,2013-12-31,11,10,µg/mc
Rovereto,PM10,2013-12-31,12,8,µg/mc
Rovereto,PM10,2013-12-31,13,7,µg/mc
Rovereto,PM10,2013-12-31,14,7,µg/mc
Rovereto,PM10,2013-12-31,15,7,µg/mc
Rovereto,PM10,2013-12-31,16,8,µg/mc
Rovereto,PM10,2013-12-31,17,9,µg/mc
Rovereto,PM10,2013-12-31,18,11,µg/mc
Rovereto,PM10,2013-12-31,19,12,µg/mc
Rovereto,PM10,2013-12-31,20,13,µg/mc
Rovereto,PM10,2013-12-31,21,14,µg/mc
Rovereto,PM10,2013-12-31,22,17,µg/mc
Rovereto,PM10,2013-12-31,23,16,µg/mc
Rovereto,PM10,2013-12-31,24,14,µg/mc
Rovereto,PM2.5,2013-11-01,1,12,µg/mc
Rovereto,PM2.5,2013-11-01,2,13,µg/mc
Rovereto,PM2.5,2013-11-01,3,13,µg/mc
Rovereto,PM2.5,2013-11-01,4,14,µg/mc
Rovereto,PM2.5,2013-11-01,5,15,µg/mc
Rovereto,PM2.5,2013-11-01,6,14,µg/mc
Rovereto,PM2.5,2013-11-01,7,14,µg/mc
Rovereto,PM2.5,2013-11-01,8,15,µg/mc
Rovereto,PM2.5,2013-11-01,9,17,µg/mc
Rovereto,PM2.5,2013-11-01,10,17,µg/mc
Rovereto,PM2.5,2013-11-01,11,17,µg/mc
Rovereto,PM2.5,2013-11-01,12,15,µg/mc
Rovereto,PM2.5,2013-11-01,13,14,µg/mc
Rovereto,PM2.5,2013-11-01,14,15,µg/mc
Rovereto,PM2.5,2013-11-01,15,17,µg/mc
Rovereto,PM2.5,2013-11-01,16,21,µg/mc
Rovereto,PM2.5,2013-11-01,17,29,µg/mc
Rovereto,PM2.5,2013-11-01,18,32,µg/mc
Rovereto,PM2.5,2013-11-01,19,31,µg/mc
Rovereto,PM2.5,2013-11-01,20,25,µg/mc
Rovereto,PM2.5,2013-11-01,21,18,µg/mc
Rovereto,PM2.5,2013-11-01,22,15,µg/mc
Rovereto,PM2.5,2013-11-01,23,17,µg/mc
Rovereto,PM2.5,2013-11-01,24,16,µg/mc
Rovereto,PM2.5,2013-11-02,1,13,µg/mc
Rovereto,PM2.5,2013-11-02,2,15,µg/mc
Rovereto,PM2.5,2013-11-02,3,14,µg/mc
Rovereto,PM2.5,2013-11-02,4,20,µg/mc
Rovereto,PM2.5,2013-11-02,5,27,µg/mc
Rovereto,PM2.5,2013-11-02,6,30,µg/mc
Rovereto,PM2.5,2013-11-02,7,35,µg/mc
Rovereto,PM2.5,2013-11-02,8,37,µg/mc
Rovereto,PM2.5,2013-11-02,9,34,µg/mc
Rovereto,PM2.5,2013-11-02,10,38,µg/mc
Rovereto,PM2.5,2013-11-02,11,40,µg/mc
Rovereto,PM2.5,2013-11-02,12,33,µg/mc
Rovereto,PM2.5,2013-11-02,13,26,µg/mc
Rovereto,PM2.5,2013-11-02,14,24,µg/mc
Rovereto,PM2.5,2013-11-02,15,22,µg/mc
Rovereto,PM2.5,2013-11-02,16,20,µg/mc
Rovereto,PM2.5,2013-11-02,17,18,µg/mc
Rovereto,PM2.5,2013-11-02,18,20,µg/mc
Rovereto,PM2.5,2013-11-02,19,23,µg/mc
Rovereto,PM2.5,2013-11-02,20,26,µg/mc
Rovereto,PM2.5,2013-11-02,21,29,µg/mc
Rovereto,PM2.5,2013-11-02,22,23,µg/mc
Rovereto,PM2.5,2013-11-02,23,25,µg/mc
Rovereto,PM2.5,2013-11-02,24,28,µg/mc
Rovereto,PM2.5,2013-11-03,1,28,µg/mc
Rovereto,PM2.5,2013-11-03,2,29,µg/mc
Rovereto,PM2.5,2013-11-03,3,33,µg/mc
Rovereto,PM2.5,2013-11-03,4,36,µg/mc
Rovereto,PM2.5,2013-11-03,5,36,µg/mc
Rovereto,PM2.5,2013-11-03,6,32,µg/mc
Rovereto,PM2.5,2013-11-03,7,25,µg/mc
Rovereto,PM2.5,2013-11-03,8,19,µg/mc
Rovereto,PM2.5,2013-11-03,9,13,µg/mc
Rovereto,PM2.5,2013-11-03,10,10,µg/mc
Rovereto,PM2.5,2013-11-03,11,10,µg/mc
Rovereto,PM2.5,2013-11-03,12,13,µg/mc
Rovereto,PM2.5,2013-11-03,13,11,µg/mc
Rovereto,PM2.5,2013-11-03,14,9,µg/mc
Rovereto,PM2.5,2013-11-03,15,5,µg/mc
Rovereto,PM2.5,2013-11-03,16,4,µg/mc
Rovereto,PM2.5,2013-11-03,17,5,µg/mc
Rovereto,PM2.5,2013-11-03,18,4,µg/mc
Rovereto,PM2.5,2013-11-03,19,1,µg/mc
Rovereto,PM2.5,2013-11-03,20,1,µg/mc
Rovereto,PM2.5,2013-11-03,21,1,µg/mc
Rovereto,PM2.5,2013-11-03,22,1,µg/mc
Rovereto,PM2.5,2013-11-03,23,1,µg/mc
Rovereto,PM2.5,2013-11-03,24,1,µg/mc
Rovereto,PM2.5,2013-11-04,4,2,µg/mc
Rovereto,PM2.5,2013-11-04,5,2,µg/mc
Rovereto,PM2.5,2013-11-04,6,2,µg/mc
Rovereto,PM2.5,2013-11-04,7,2,µg/mc
Rovereto,PM2.5,2013-11-04,8,3,µg/mc
Rovereto,PM2.5,2013-11-04,9,3,µg/mc
Rovereto,PM2.5,2013-11-04,10,3,µg/mc
Rovereto,PM2.5,2013-11-04,11,3,µg/mc
Rovereto,PM2.5,2013-11-04,12,4,µg/mc
Rovereto,PM2.5,2013-11-04,13,4,µg/mc
Rovereto,PM2.5,2013-11-04,14,7,µg/mc
Rovereto,PM2.5,2013-11-04,15,8,µg/mc
Rovereto,PM2.5,2013-11-04,16,7,µg/mc
Rovereto,PM2.5,2013-11-04,17,8,µg/mc
Rovereto,PM2.5,2013-11-04,18,11,µg/mc
Rovereto,PM2.5,2013-11-04,19,12,µg/mc
Rovereto,PM2.5,2013-11-04,20,12,µg/mc
Rovereto,PM2.5,2013-11-04,21,9,µg/mc
Rovereto,PM2.5,2013-11-04,22,8,µg/mc
Rovereto,PM2.5,2013-11-04,23,8,µg/mc
Rovereto,PM2.5,2013-11-04,24,7,µg/mc
Rovereto,PM2.5,2013-11-05,1,9,µg/mc
Rovereto,PM2.5,2013-11-05,3,9,µg/mc
Rovereto,PM2.5,2013-11-05,4,9,µg/mc
Rovereto,PM2.5,2013-11-05,5,10,µg/mc
Rovereto,PM2.5,2013-11-05,6,11,µg/mc
Rovereto,PM2.5,2013-11-05,7,12,µg/mc
Rovereto,PM2.5,2013-11-05,8,19,µg/mc
Rovereto,PM2.5,2013-11-05,9,14,µg/mc
Rovereto,PM2.5,2013-11-05,10,10,µg/mc
Rovereto,PM2.5,2013-11-05,11,9,µg/mc
Rovereto,PM2.5,2013-11-05,12,7,µg/mc
Rovereto,PM2.5,2013-11-05,13,5,µg/mc
Rovereto,PM2.5,2013-11-05,14,5,µg/mc
Rovereto,PM2.5,2013-11-05,15,5,µg/mc
Rovereto,PM2.5,2013-11-05,16,6,µg/mc
Rovereto,PM2.5,2013-11-05,17,8,µg/mc
Rovereto,PM2.5,2013-11-05,18,7,µg/mc
Rovereto,PM2.5,2013-11-05,19,7,µg/mc
Rovereto,PM2.5,2013-11-05,20,7,µg/mc
Rovereto,PM2.5,2013-11-05,21,6,µg/mc
Rovereto,PM2.5,2013-11-05,22,6,µg/mc
Rovereto,PM2.5,2013-11-05,23,6,µg/mc
Rovereto,PM2.5,2013-11-05,24,7,µg/mc
Rovereto,PM2.5,2013-11-06,1,13,µg/mc
Rovereto,PM2.5,2013-11-06,2,13,µg/mc
Rovereto,PM2.5,2013-11-06,3,9,µg/mc
Rovereto,PM2.5,2013-11-06,4,8,µg/mc
Rovereto,PM2.5,2013-11-06,5,9,µg/mc
Rovereto,PM2.5,2013-11-06,6,8,µg/mc
Rovereto,PM2.5,2013-11-06,7,8,µg/mc
Rovereto,PM2.5,2013-11-06,8,11,µg/mc
Rovereto,PM2.5,2013-11-06,9,13,µg/mc
Rovereto,PM2.5,2013-11-06,10,8,µg/mc
Rovereto,PM2.5,2013-11-06,11,5,µg/mc
Rovereto,PM2.5,2013-11-06,12,3,µg/mc
Rovereto,PM2.5,2013-11-06,13,4,µg/mc
Rovereto,PM2.5,2013-11-06,14,4,µg/mc
Rovereto,PM2.5,2013-11-06,15,3,µg/mc
Rovereto,PM2.5,2013-11-06,16,4,µg/mc
Rovereto,PM2.5,2013-11-06,17,4,µg/mc
Rovereto,PM2.5,2013-11-06,18,5,µg/mc
Rovereto,PM2.5,2013-11-06,19,7,µg/mc
Rovereto,PM2.5,2013-11-06,20,8,µg/mc
Rovereto,PM2.5,2013-11-06,21,11,µg/mc
Rovereto,PM2.5,2013-11-06,22,10,µg/mc
Rovereto,PM2.5,2013-11-06,23,8,µg/mc
Rovereto,PM2.5,2013-11-06,24,7,µg/mc
Rovereto,PM2.5,2013-11-07,1,7,µg/mc
Rovereto,PM2.5,2013-11-07,2,7,µg/mc
Rovereto,PM2.5,2013-11-07,3,7,µg/mc
Rovereto,PM2.5,2013-11-07,4,6,µg/mc
Rovereto,PM2.5,2013-11-07,5,6,µg/mc
Rovereto,PM2.5,2013-11-07,6,5,µg/mc
Rovereto,PM2.5,2013-11-07,7,5,µg/mc
Rovereto,PM2.5,2013-11-07,8,7,µg/mc
Rovereto,PM2.5,2013-11-07,9,6,µg/mc
Rovereto,PM2.5,2013-11-07,10,7,µg/mc
Rovereto,PM2.5,2013-11-07,11,6,µg/mc
Rovereto,PM2.5,2013-11-07,12,4,µg/mc
Rovereto,PM2.5,2013-11-07,13,3,µg/mc
Rovereto,PM2.5,2013-11-07,14,3,µg/mc
Rovereto,PM2.5,2013-11-07,15,4,µg/mc
Rovereto,PM2.5,2013-11-07,16,14,µg/mc
Rovereto,PM2.5,2013-11-07,17,13,µg/mc
Rovereto,PM2.5,2013-11-07,18,13,µg/mc
Rovereto,PM2.5,2013-11-07,19,15,µg/mc
Rovereto,PM2.5,2013-11-07,20,17,µg/mc
Rovereto,PM2.5,2013-11-07,21,21,µg/mc
Rovereto,PM2.5,2013-11-07,22,26,µg/mc
Rovereto,PM2.5,2013-11-07,23,32,µg/mc
Rovereto,PM2.5,2013-11-07,24,24,µg/mc
Rovereto,PM2.5,2013-11-08,1,24,µg/mc
Rovereto,PM2.5,2013-11-08,2,22,µg/mc
Rovereto,PM2.5,2013-11-08,3,17,µg/mc
Rovereto,PM2.5,2013-11-08,4,16,µg/mc
Rovereto,PM2.5,2013-11-08,5,14,µg/mc
Rovereto,PM2.5,2013-11-08,6,13,µg/mc
Rovereto,PM2.5,2013-11-08,7,13,µg/mc
Rovereto,PM2.5,2013-11-08,8,13,µg/mc
Rovereto,PM2.5,2013-11-08,9,14,µg/mc
Rovereto,PM2.5,2013-11-08,10,13,µg/mc
Rovereto,PM2.5,2013-11-08,11,10,µg/mc
Rovereto,PM2.5,2013-11-08,12,11,µg/mc
Rovereto,PM2.5,2013-11-08,13,11,µg/mc
Rovereto,PM2.5,2013-11-08,14,14,µg/mc
Rovereto,PM2.5,2013-11-08,15,12,µg/mc
Rovereto,PM2.5,2013-11-08,16,12,µg/mc
Rovereto,PM2.5,2013-11-08,17,14,µg/mc
Rovereto,PM2.5,2013-11-08,18,17,µg/mc
Rovereto,PM2.5,2013-11-08,19,16,µg/mc
Rovereto,PM2.5,2013-11-08,20,20,µg/mc
Rovereto,PM2.5,2013-11-08,21,24,µg/mc
Rovereto,PM2.5,2013-11-08,22,23,µg/mc
Rovereto,PM2.5,2013-11-08,23,20,µg/mc
Rovereto,PM2.5,2013-11-08,24,20,µg/mc
Rovereto,PM2.5,2013-11-09,1,19,µg/mc
Rovereto,PM2.5,2013-11-09,2,18,µg/mc
Rovereto,PM2.5,2013-11-09,3,19,µg/mc
Rovereto,PM2.5,2013-11-09,4,19,µg/mc
Rovereto,PM2.5,2013-11-09,5,17,µg/mc
Rovereto,PM2.5,2013-11-09,6,14,µg/mc
Rovereto,PM2.5,2013-11-09,7,14,µg/mc
Rovereto,PM2.5,2013-11-09,8,16,µg/mc
Rovereto,PM2.5,2013-11-09,9,16,µg/mc
Rovereto,PM2.5,2013-11-09,10,17,µg/mc
Rovereto,PM2.5,2013-11-09,11,16,µg/mc
Rovereto,PM2.5,2013-11-09,12,13,µg/mc
Rovereto,PM2.5,2013-11-09,13,12,µg/mc
Rovereto,PM2.5,2013-11-09,14,8,µg/mc
Rovereto,PM2.5,2013-11-09,15,5,µg/mc
Rovereto,PM2.5,2013-11-09,16,4,µg/mc
Rovereto,PM2.5,2013-11-09,17,4,µg/mc
Rovereto,PM2.5,2013-11-09,18,4,µg/mc
Rovereto,PM2.5,2013-11-09,19,4,µg/mc
Rovereto,PM2.5,2013-11-09,20,4,µg/mc
Rovereto,PM2.5,2013-11-09,21,4,µg/mc
Rovereto,PM2.5,2013-11-09,22,3,µg/mc
Rovereto,PM2.5,2013-11-09,23,2,µg/mc
Rovereto,PM2.5,2013-11-09,24,2,µg/mc
Rovereto,PM2.5,2013-11-10,1,3,µg/mc
Rovereto,PM2.5,2013-11-10,2,3,µg/mc
Rovereto,PM2.5,2013-11-10,3,3,µg/mc
Rovereto,PM2.5,2013-11-10,4,3,µg/mc
Rovereto,PM2.5,2013-11-10,5,3,µg/mc
Rovereto,PM2.5,2013-11-10,6,4,µg/mc
Rovereto,PM2.5,2013-11-10,7,4,µg/mc
Rovereto,PM2.5,2013-11-10,8,4,µg/mc
Rovereto,PM2.5,2013-11-10,9,6,µg/mc
Rovereto,PM2.5,2013-11-10,10,4,µg/mc
Rovereto,PM2.5,2013-11-10,11,4,µg/mc
Rovereto,PM2.5,2013-11-10,12,4,µg/mc
Rovereto,PM2.5,2013-11-10,13,4,µg/mc
Rovereto,PM2.5,2013-11-10,14,5,µg/mc
Rovereto,PM2.5,2013-11-10,15,4,µg/mc
Rovereto,PM2.5,2013-11-10,16,4,µg/mc
Rovereto,PM2.5,2013-11-10,17,5,µg/mc
Rovereto,PM2.5,2013-11-10,18,5,µg/mc
Rovereto,PM2.5,2013-11-10,19,6,µg/mc
Rovereto,PM2.5,2013-11-10,20,6,µg/mc
Rovereto,PM2.5,2013-11-10,21,6,µg/mc
Rovereto,PM2.5,2013-11-10,22,3,µg/mc
